concept_id,concept_code,concept_name,body_system,progressive,icd
45561840,C81.45,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561841,C81.71,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561842,C81.91,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45561843,C82.15,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561844,C82.30,"Follicular lymphoma grade IIIa, unspecified site",malignancy,n/a,10
45561845,C82.85,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561846,C82.87,"Other types of follicular lymphoma, spleen",malignancy,n/a,10
45561847,C82.89,"Other types of follicular lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45561848,C82.97,"Follicular lymphoma, unspecified, spleen",malignancy,n/a,10
45561849,C82.99,"Follicular lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45561850,C83.01,"Small cell B-cell lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561851,C83.30,"Diffuse large B-cell lymphoma, unspecified site",malignancy,n/a,10
45561852,C83.31,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561853,C83.34,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45561854,C83.78,"Burkitt lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45561855,C83.83,"Other non-follicular lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45561856,C83.98,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",malignancy,n/a,10
45561859,C84.66,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",malignancy,n/a,10
45561860,C84.A9,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45556973,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",malignancy,n/a,10
45556978,C44.202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a,10
45556979,C44.291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,malignancy,n/a,10
45556981,C44.509,Unspecified malignant neoplasm of skin of other part of trunk,malignancy,n/a,10
45556982,C44.629,"Squamous cell carcinoma of skin of left upper limb, including shoulder",malignancy,n/a,10
45556991,C4A.51,Merkel cell carcinoma of anal skin,malignancy,n/a,10
45566592,C46.4,Kaposi's sarcoma of gastrointestinal sites,malignancy,n/a,10
45566593,C46.51,Kaposi's sarcoma of right lung,malignancy,n/a,10
45566594,C47.12,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",malignancy,n/a,10
45566595,C47.20,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",malignancy,n/a,10
45566596,C49.12,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",malignancy,n/a,10
45566597,C4A.62,"Merkel cell carcinoma of left upper limb, including shoulder",malignancy,n/a,10
45566599,C50.011,"Malignant neoplasm of nipple and areola, right female breast",malignancy,n/a,10
45566600,C50.021,"Malignant neoplasm of nipple and areola, right male breast",malignancy,n/a,10
45566602,C50.319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,malignancy,n/a,10
45566603,C50.822,Malignant neoplasm of overlapping sites of left male breast,malignancy,n/a,10
45566607,C57.01,Malignant neoplasm of right fallopian tube,malignancy,n/a,10
45557016,C79.31,Secondary malignant neoplasm of brain,malignancy,n/a,10
45561861,C84.Z1,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",malignancy,n/a,10
45561862,C84.Z3,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",malignancy,n/a,10
45561863,C84.Z9,"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",malignancy,n/a,10
45561864,C85.12,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45561865,C85.29,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45561866,C85.80,"Other specified types of non-Hodgkin lymphoma, unspecified site",malignancy,n/a,10
45561868,C85.94,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45561871,C91.11,Chronic lymphocytic leukemia of B-cell type in remission,malignancy,n/a,10
45561872,C91.42,"Hairy cell leukemia, in relapse",malignancy,n/a,10
45561875,C92.20,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",malignancy,n/a,10
45561876,C92.52,"Acute myelomonocytic leukemia, in relapse",malignancy,n/a,10
45561877,C92.60,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,malignancy,n/a,10
45561879,C92.90,"Myeloid leukemia, unspecified, not having achieved remission",malignancy,n/a,10
45561881,C93.91,"Monocytic leukemia, unspecified in remission",malignancy,n/a,10
45561885,D03.22,Melanoma in situ of left ear and external auricular canal,malignancy,n/a,10
45556990,C4A.4,Merkel cell carcinoma of scalp and neck,malignancy,n/a,10
45556992,C4A.71,"Merkel cell carcinoma of right lower limb, including hip",malignancy,n/a,10
45556993,C4A.8,Merkel cell carcinoma of overlapping sites,malignancy,n/a,10
45556994,C50.119,Malignant neoplasm of central portion of unspecified female breast,malignancy,n/a,10
45556995,C50.619,Malignant neoplasm of axillary tail of unspecified female breast,malignancy,n/a,10
45556996,C50.912,Malignant neoplasm of unspecified site of left female breast,malignancy,n/a,10
45557001,C62.02,Malignant neoplasm of undescended left testis,malignancy,n/a,10
45557002,C62.10,Malignant neoplasm of unspecified descended testis,malignancy,n/a,10
45557003,C62.91,"Malignant neoplasm of right testis, unspecified whether descended or undescended",malignancy,n/a,10
45557009,C72.32,Malignant neoplasm of left optic nerve,malignancy,n/a,10
45557010,C72.42,Malignant neoplasm of left acoustic nerve,malignancy,n/a,10
45557011,C76.40,Malignant neoplasm of unspecified upper limb,malignancy,n/a,10
45557018,C80.2,Malignant neoplasm associated with transplanted organ,malignancy,n/a,10
45566614,C72.50,Malignant neoplasm of unspecified cranial nerve,malignancy,n/a,10
45566615,C74.11,Malignant neoplasm of medulla of right adrenal gland,malignancy,n/a,10
45566616,C74.92,Malignant neoplasm of unspecified part of left adrenal gland,malignancy,n/a,10
45566618,C7A.029,"Malignant carcinoid tumor of the large intestine, unspecified portion",malignancy,n/a,10
45566619,C7B.1,Secondary Merkel cell carcinoma,malignancy,n/a,10
45566621,C81.04,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566623,C81.28,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45566624,C81.31,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45566625,C81.42,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45566626,C81.43,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45566627,C81.74,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566628,C81.94,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566629,C82.04,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566630,C82.23,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes",malignancy,n/a,10
45566631,C82.46,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes",malignancy,n/a,10
45566632,C82.64,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566633,C82.95,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45566634,C83.07,"Small cell B-cell lymphoma, spleen",malignancy,n/a,10
45566635,C83.70,"Burkitt lymphoma, unspecified site",malignancy,n/a,10
45566636,C83.88,"Other non-follicular lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45566637,C83.91,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45566638,C84.45,"Peripheral T-cell lymphoma, not classified, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45566639,C84.A3,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",malignancy,n/a,10
45566640,C84.Z6,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",malignancy,n/a,10
45566641,C85.24,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566642,C85.82,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45566643,C85.83,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45566644,C85.84,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45566645,C85.89,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45566647,C91.02,"Acute lymphoblastic leukemia, in relapse",malignancy,n/a,10
45566649,C93.11,"Chronic myelomonocytic leukemia, in remission",malignancy,n/a,10
45566650,C94.02,"Acute erythroid leukemia, in relapse",malignancy,n/a,10
45566651,C94.81,"Other specified leukemias, in remission",malignancy,n/a,10
45557015,C78.39,Secondary malignant neoplasm of other respiratory organs,malignancy,n/a,10
45557019,C81.01,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45557020,C81.40,"Lymphocyte-rich Hodgkin lymphoma, unspecified site",malignancy,n/a,10
45557021,C81.41,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45557022,C81.96,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45557023,C82.00,"Follicular lymphoma grade I, unspecified site",malignancy,n/a,10
45557024,C82.05,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45557025,C82.12,"Follicular lymphoma grade II, intrathoracic lymph nodes",malignancy,n/a,10
45557026,C82.39,"Follicular lymphoma grade IIIa, extranodal and solid organ sites",malignancy,n/a,10
45557027,C83.39,"Diffuse large B-cell lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45557028,C83.51,"Lymphoblastic (diffuse) lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45557029,C83.57,"Lymphoblastic (diffuse) lymphoma, spleen",malignancy,n/a,10
45557030,C83.85,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45557031,C83.86,"Other non-follicular lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45557032,C84.12,"Sezary disease, intrathoracic lymph nodes",malignancy,n/a,10
45557033,C84.19,"Sezary disease, extranodal and solid organ sites",malignancy,n/a,10
45557034,C84.60,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",malignancy,n/a,10
45557035,C85.81,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45557036,C85.91,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45557038,C90.10,Plasma cell leukemia not having achieved remission,malignancy,n/a,10
45557039,C91.00,Acute lymphoblastic leukemia not having achieved remission,malignancy,n/a,10
45557040,C91.01,"Acute lymphoblastic leukemia, in remission",malignancy,n/a,10
45557043,C92.50,"Acute myelomonocytic leukemia, not having achieved remission",malignancy,n/a,10
45557045,C92.A0,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",malignancy,n/a,10
45557046,C93.10,Chronic myelomonocytic leukemia not having achieved remission,malignancy,n/a,10
45557047,C93.32,"Juvenile myelomonocytic leukemia, in relapse",malignancy,n/a,10
45557052,D03.39,Melanoma in situ of other parts of face,malignancy,n/a,10
45557053,D03.61,"Melanoma in situ of right upper limb, including shoulder",malignancy,n/a,10
45566658,D03.51,Melanoma in situ of anal skin,malignancy,n/a,10
45590954,C85.10,"Unspecified B-cell lymphoma, unspecified site",malignancy,n/a,10
45590949,C84.02,"Mycosis fungoides, intrathoracic lymph nodes",malignancy,n/a,10
45590951,C84.A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site",malignancy,n/a,10
45590952,C84.Z0,"Other mature T/NK-cell lymphomas, unspecified site",malignancy,n/a,10
45590953,C84.Z4,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",malignancy,n/a,10
45590955,C85.13,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45590956,C85.20,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",malignancy,n/a,10
45590957,C85.23,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45590958,C85.25,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45590959,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",malignancy,n/a,10
45590960,C85.99,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45590963,C90.31,Solitary plasmacytoma in remission,malignancy,n/a,10
45590964,C91.40,Hairy cell leukemia not having achieved remission,malignancy,n/a,10
45590966,C94.00,"Acute erythroid leukemia, not having achieved remission",malignancy,n/a,10
45590967,C95.01,"Acute leukemia of unspecified cell type, in remission",malignancy,n/a,10
45590968,C95.90,"Leukemia, unspecified not having achieved remission",malignancy,n/a,10
45590970,D03.11,"Melanoma in situ of right eyelid, including canthus",malignancy,n/a,10
45595653,C44.212,Basal cell carcinoma of skin of right ear and external auricular canal,malignancy,n/a,10
45595654,C44.301,Unspecified malignant neoplasm of skin of nose,malignancy,n/a,10
45595655,C44.510,Basal cell carcinoma of anal skin,malignancy,n/a,10
45595657,C44.602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder",malignancy,n/a,10
45595659,C46.52,Kaposi's sarcoma of left lung,malignancy,n/a,10
45595661,C47.11,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",malignancy,n/a,10
45595663,C49.21,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",malignancy,n/a,10
45595665,C4A.9,"Merkel cell carcinoma, unspecified",malignancy,n/a,10
45595666,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",malignancy,n/a,10
45595667,C50.222,Malignant neoplasm of upper-inner quadrant of left male breast,malignancy,n/a,10
45595668,C50.821,Malignant neoplasm of overlapping sites of right male breast,malignancy,n/a,10
45595672,C57.02,Malignant neoplasm of left fallopian tube,malignancy,n/a,10
45595673,C57.10,Malignant neoplasm of unspecified broad ligament,malignancy,n/a,10
45595677,C69.00,Malignant neoplasm of unspecified conjunctiva,malignancy,n/a,10
45595678,C69.10,Malignant neoplasm of unspecified cornea,malignancy,n/a,10
45595679,C69.22,Malignant neoplasm of left retina,malignancy,n/a,10
45595680,C69.40,Malignant neoplasm of unspecified ciliary body,malignancy,n/a,10
45595681,C69.92,Malignant neoplasm of unspecified site of left eye,malignancy,n/a,10
45595684,C72.20,Malignant neoplasm of unspecified olfactory nerve,malignancy,n/a,10
45595689,C79.10,Secondary malignant neoplasm of unspecified urinary organs,malignancy,n/a,10
45595690,C7A.025,Malignant carcinoid tumor of the sigmoid colon,malignancy,n/a,10
45595691,C7A.091,Malignant carcinoid tumor of the thymus,malignancy,n/a,10
45595692,C7A.095,"Malignant carcinoid tumor of the midgut, unspecified",malignancy,n/a,10
45595693,C7A.098,Malignant carcinoid tumors of other sites,malignancy,n/a,10
45595694,C81.08,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45595695,C81.35,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45595696,C81.46,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45595697,C81.76,"Other Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45595699,C82.17,"Follicular lymphoma grade II, spleen",malignancy,n/a,10
45595700,C82.21,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45595701,C82.24,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45595702,C82.35,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45595703,C82.81,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45595704,C83.18,"Mantle cell lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45595705,C83.32,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45595706,C83.55,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45595707,C83.58,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45595709,C84.62,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",malignancy,n/a,10
45595710,C84.78,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",malignancy,n/a,10
45595712,C84.Z5,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45595713,C85.15,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45585987,C22.8,"Malignant neoplasm of liver, primary, unspecified as to type",malignancy,n/a,10
45585992,C43.51,Malignant melanoma of anal skin,malignancy,n/a,10
45585993,C43.52,Malignant melanoma of skin of breast,malignancy,n/a,10
45585994,C44.101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",malignancy,n/a,10
45585998,C44.211,Basal cell carcinoma of skin of unspecified ear and external auricular canal,malignancy,n/a,10
45586000,C44.41,Basal cell carcinoma of skin of scalp and neck,malignancy,n/a,10
45586001,C44.501,Unspecified malignant neoplasm of skin of breast,malignancy,n/a,10
45586002,C44.520,Squamous cell carcinoma of anal skin,malignancy,n/a,10
45586004,C44.619,"Basal cell carcinoma of skin of left upper limb, including shoulder",malignancy,n/a,10
45586005,C44.701,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip",malignancy,n/a,10
45586006,C44.702,"Unspecified malignant neoplasm of skin of right lower limb, including hip",malignancy,n/a,10
45586009,C4A.30,Merkel cell carcinoma of unspecified part of face,malignancy,n/a,10
45586010,C50.122,Malignant neoplasm of central portion of left male breast,malignancy,n/a,10
45586011,C50.219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,malignancy,n/a,10
45586012,C50.322,Malignant neoplasm of lower-inner quadrant of left male breast,malignancy,n/a,10
45586013,C50.611,Malignant neoplasm of axillary tail of right female breast,malignancy,n/a,10
45590884,C34.01,Malignant neoplasm of right main bronchus,malignancy,n/a,10
45590885,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,malignancy,n/a,10
45590886,C40.92,Malignant neoplasm of unspecified bones and articular cartilage of left limb,malignancy,n/a,10
45590888,C43.60,"Malignant melanoma of unspecified upper limb, including shoulder",malignancy,n/a,10
45590889,C43.61,"Malignant melanoma of right upper limb, including shoulder",malignancy,n/a,10
45590890,C43.70,"Malignant melanoma of unspecified lower limb, including hip",malignancy,n/a,10
45590892,C44.219,Basal cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a,10
45590893,C44.221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,malignancy,n/a,10
45590894,C44.222,Squamous cell carcinoma of skin of right ear and external auricular canal,malignancy,n/a,10
45590895,C44.300,Unspecified malignant neoplasm of skin of unspecified part of face,malignancy,n/a,10
45590896,C44.310,Basal cell carcinoma of skin of unspecified parts of face,malignancy,n/a,10
45590897,C44.319,Basal cell carcinoma of skin of other parts of face,malignancy,n/a,10
45590898,C44.320,Squamous cell carcinoma of skin of unspecified parts of face,malignancy,n/a,10
45590899,C44.611,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder",malignancy,n/a,10
45590901,C44.711,"Basal cell carcinoma of skin of unspecified lower limb, including hip",malignancy,n/a,10
45590903,C44.92,"Squamous cell carcinoma of skin, unspecified",malignancy,n/a,10
45590904,C49.11,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",malignancy,n/a,10
45590905,C4A.0,Merkel cell carcinoma of lip,malignancy,n/a,10
45590906,C4A.10,"Merkel cell carcinoma of unspecified eyelid, including canthus",malignancy,n/a,10
45590907,C50.329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,malignancy,n/a,10
45590908,C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,malignancy,n/a,10
45590909,C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,malignancy,n/a,10
45590910,C50.929,Malignant neoplasm of unspecified site of unspecified male breast,malignancy,n/a,10
45590911,C57.12,Malignant neoplasm of left broad ligament,malignancy,n/a,10
45590913,C62.11,Malignant neoplasm of descended right testis,malignancy,n/a,10
45586014,C50.911,Malignant neoplasm of unspecified site of right female breast,malignancy,n/a,10
45586017,C57.00,Malignant neoplasm of unspecified fallopian tube,malignancy,n/a,10
45586018,C62.01,Malignant neoplasm of undescended right testis,malignancy,n/a,10
45586019,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",malignancy,n/a,10
45586021,C69.32,Malignant neoplasm of left choroid,malignancy,n/a,10
45586022,C72.30,Malignant neoplasm of unspecified optic nerve,malignancy,n/a,10
45586023,C72.41,Malignant neoplasm of right acoustic nerve,malignancy,n/a,10
45586026,C74.01,Malignant neoplasm of cortex of right adrenal gland,malignancy,n/a,10
45586027,C78.00,Secondary malignant neoplasm of unspecified lung,malignancy,n/a,10
45586029,C7A.026,Malignant carcinoid tumor of the rectum,malignancy,n/a,10
45586031,C81.19,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45586032,C82.26,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes",malignancy,n/a,10
45586033,C82.28,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites",malignancy,n/a,10
45586034,C82.40,"Follicular lymphoma grade IIIb, unspecified site",malignancy,n/a,10
45586035,C82.53,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45586036,C82.65,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45586037,C82.83,"Other types of follicular lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45586038,C82.84,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45586039,C83.11,"Mantle cell lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45586040,C83.13,"Mantle cell lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45586041,C83.15,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45586042,C83.17,"Mantle cell lymphoma, spleen",malignancy,n/a,10
45586043,C83.37,"Diffuse large B-cell lymphoma, spleen",malignancy,n/a,10
45586045,C83.50,"Lymphoblastic (diffuse) lymphoma, unspecified site",malignancy,n/a,10
45586046,C83.53,"Lymphoblastic (diffuse) lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45586047,C83.87,"Other non-follicular lymphoma, spleen",malignancy,n/a,10
45586048,C84.08,"Mycosis fungoides, lymph nodes of multiple sites",malignancy,n/a,10
45586049,C84.10,"Sezary disease, unspecified site",malignancy,n/a,10
45586050,C84.43,"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes",malignancy,n/a,10
45586052,C84.75,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45586053,C84.79,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",malignancy,n/a,10
45586054,C84.91,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45586055,C84.A2,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",malignancy,n/a,10
45586057,C85.22,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45586058,C85.86,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45586060,C90.22,Extramedullary plasmacytoma in relapse,malignancy,n/a,10
45586064,C91.61,"Prolymphocytic leukemia of T-cell type, in remission",malignancy,n/a,10
45586065,C91.92,"Lymphoid leukemia, unspecified, in relapse",malignancy,n/a,10
45590914,C62.12,Malignant neoplasm of descended left testis,malignancy,n/a,10
45590916,C69.30,Malignant neoplasm of unspecified choroid,malignancy,n/a,10
45590917,C69.61,Malignant neoplasm of right orbit,malignancy,n/a,10
45590927,C7A.011,Malignant carcinoid tumor of the jejunum,malignancy,n/a,10
45590928,C81.05,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45590929,C81.20,"Mixed cellularity Hodgkin lymphoma, unspecified site",malignancy,n/a,10
45590930,C81.33,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45590931,C81.49,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45590932,C81.70,"Other Hodgkin lymphoma, unspecified site",malignancy,n/a,10
45590933,C82.06,"Follicular lymphoma grade I, intrapelvic lymph nodes",malignancy,n/a,10
45590934,C82.07,"Follicular lymphoma grade I, spleen",malignancy,n/a,10
45590935,C82.27,"Follicular lymphoma grade III, unspecified, spleen",malignancy,n/a,10
45590937,C82.37,"Follicular lymphoma grade IIIa, spleen",malignancy,n/a,10
45590938,C82.93,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes",malignancy,n/a,10
45590940,C83.05,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45590941,C83.08,"Small cell B-cell lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45590942,C83.14,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45590943,C83.19,"Mantle cell lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45590944,C83.59,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45590946,C83.82,"Other non-follicular lymphoma, intrathoracic lymph nodes",malignancy,n/a,10
45590947,C83.94,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",malignancy,n/a,10
45590948,C83.99,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45586066,C92.21,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission",malignancy,n/a,10
45586067,C92.61,Acute myeloid leukemia with 11q23-abnormality in remission,malignancy,n/a,10
45586068,C92.A1,"Acute myeloid leukemia with multilineage dysplasia, in remission",malignancy,n/a,10
45586069,C92.Z2,"Other myeloid leukemia, in relapse",malignancy,n/a,10
45586070,C94.20,Acute megakaryoblastic leukemia not having achieved remission,malignancy,n/a,10
45586072,C94.82,"Other specified leukemias, in relapse",malignancy,n/a,10
45586079,D03.71,"Melanoma in situ of right lower limb, including hip",malignancy,n/a,10
45605313,C84.00,"Mycosis fungoides, unspecified site",malignancy,n/a,10
45605314,C84.14,"Sezary disease, lymph nodes of axilla and upper limb",malignancy,n/a,10
45605315,C84.17,"Sezary disease, spleen",malignancy,n/a,10
45605316,C84.47,"Peripheral T-cell lymphoma, not classified, spleen",malignancy,n/a,10
45605317,C84.48,"Peripheral T-cell lymphoma, not classified, lymph nodes of multiple sites",malignancy,n/a,10
45605318,C84.64,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",malignancy,n/a,10
45605319,C84.67,"Anaplastic large cell lymphoma, ALK-positive, spleen",malignancy,n/a,10
45605320,C84.71,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",malignancy,n/a,10
